Annotation Id, Left Context, Derge, Chone, Narthang, Peking, Right Context, Decision, Method
033224d1b3f747a69ef795248ed4eeef,ངན་ལེན་ཞེས་བྱའོ་ཞེས་,བསྟན་,བསྟན་,བྱ་སྟན་,བསྟན་,ཏོ། །འཕགས་པ་ཆོས་ཡང་ད,བསྟན་,OUTLIER/
a4353fac7dda41d7bf8d42f8586004f1,་མི་མཛེས་པར་འགྱུར་བ་,བསྡམས་,བསྡམས་,སྡམས་,བསྡམས་,པའི་དྲན་པ་དང་། ཉན་པ་,བསྡམས་,OUTLIER/
80b38ff80930431da369ede265f89258,སྟེ། དེ་ལྟར་དྲན་པ་དེ,དག་གིས་,དག་གིས་,དག་གིས་,དག་གི་,འབྲས་བུ་མེད་པའི་སྤྱོ,དག་གིས་,OUTLIER/
1b356970d1c544418178346f98b9353d,་བ་དང་འཇིག་རྟེན་པ་དང,འཇིག་རྟེན་,འཇིག་རྟེན་,འཇིག་རྟེན་པ་,འཇིག་རྟེན་,ལས་འདས་པའི་བདེ་བ་ཕུན,འཇིག་རྟེན་,OUTLIER/
105dac75312642b2b16a2946d51260ec,ར་བའི་ཁྱིམ་གྱི་ནང་དུ,ཆུད་པ་,ཆུད་པ་,ཆུད་པ་,ཆུད་པར་,ཆུ་བསིལ་བ་འདོད་པ་བཞི,ཆུད་པ་,OUTLIER/
9c1dee1ec8914b289e407a42707248d6,། ཚིག་མི་འཆལ་བ་དང་མི,འཕྱར་བ་,འཕྱར་བ་,འབྱར་བ་,འཕྱར་བ་,དང་མི་རྒོད་པ་དང་མི་ག,འཕྱར་བ་,OUTLIER/
1443b633f9ab4a5aab6724a571827fd5,་པ་དང་། དྲན་པ་གང་གིས,ལམ་གོལ་བ་,ལམ་གོལ་བ་,ལམ་ལོག་པ་,ལམ་ལོག་པ་,དང་ལམ་ངན་པར་མི་འགྲོ་,ལམ་གོལ་བ་,SIMILAR/
4762717427884f9d925fab49697e1226,མི་འགྲོ་བ་དང་། དྲན་པ,སྒོ་བ་,སྒོ་བ་,སྒོ་བ་,བསྒོ་བ་,ལྟ་བུ་གང་གིས་སེམས་དང,སྒོ་བ་,OUTLIER/
c38aea10d32d4e7fb3a578b1a7f13e01,། །དེའི་ལུས་ཇི་ལྟ་ཇི,ལྟ་བུར་,ལྟ་བུར་,ལྟ་བུ་,ལྟ་བུར་,གནས་པར་གྱུར་བ་དེ་ལྟ་,ལྟ་བུར་,OUTLIER/
81f47b32a812494a8b65af5105f22486,ྟེ་སེམས་ཡོངས་སུ་ཤེས་,ན་,ན་,ན་,ནི་,ཆོས་ཐམས་ཅད་ཡོངས་སུ་ཤ,ན་,OUTLIER/
e5b9bcb925fe4e6dbe786fdbae989d61,སགས་པ་ཡིན། །སེམས་ནི་,མགལ་,མགལ་,མགལ་,འགལ་,མེ་བཞིན་དུ་འཁོར། །སེ,མགལ་,OUTLIER/
fac6e59e13cd4897855e46dd1b8b3836,་། བྱང་ཆུབ་སེམས་དཔའི,སྤྱོད་པ་,སྤྱོད་པ་,སྤྱད་པ་,སྤྱོད་པ་,ཐམས་ཅད་ནི་རང་གི་སེམས,སྤྱོད་པ་,OUTLIER/
6f36f39ed9154954975edf022933dcab,་དེ་ཚུལ་ཁྲིམས་སྲུང་བ,ཡིན་ནོ་,ཡིན་ནོ་,ཡིན་,ཡིན་ནོ་,ཞེས་བསྟན་ཏོ། །ཚུལ་འད,ཡིན་ནོ་,OUTLIER/
07b9dfe04ce347ebb6af6c34f17ce579,ས་དྲན་པ་ཉེ་བར་གཞག་པ་,ལས་,ལས་,ལས་,ལ་,ཀྱང་། ལྐོག་ཏུ་ལྷག་མར,ལས་,OUTLIER/
dd387a66040b4c0a8afbc31f6a082be3,བསྟན་པའི་ཕྱིར་ཚངས་པ་,མཚུངས་,མཚུངས་,ཚུངས་,མཚུངས་,པར་སྤྱོད་པའི་ཆེད་དུ་,མཚུངས་,OUTLIER/
75c2f15b373c4042b9050df6070f2c2a,མཚོས་ཞུས་པའི་མདོ་ལས།, ཚིག་, ཚིག་,ཚིགས་, ཚིག་,ཞུམ་པ་མེད་པ་ཡིན། ཚིག, ཚིག་,OUTLIER/
002cc7cbce004f129131bec12c797a8f,། ངག་གང་དག་ཡིད་དུ་མི,འོང་བས་,འོང་བས་,འོངས་པས་,འོང་བས་,སྙིང་ན་བར་བྱེད་ཅིང་།,འོང་བས་,OUTLIER/
136a43b63424456abeb6f30f69d97bf3,ིག་བརྗོད་དེ། དེ་ཐ་ན་,བཞད་,བཞད་,གཞད་,བཞད་,གད་དུ་བྱ་བའི་ཚིག་ཡོང,བཞད་,OUTLIER/
c0e1fc3a87354c1599c1ac8206474593,་ཏུ་གཟུང་བར་བྱ། །ཞེས,བྱ་བའོ,བྱ་བའོ,བྱའོ,བྱ་བའོ,། །ཅི་བདག་བསྲུང་བ་འད,བྱ་བའོ,OUTLIER/
35f00192355447e3a98240d59f9f9368,་དེ་ལས་ཆ་གཅིག་ནི་ཚངས,པ་མཚུངས་,པ་མཚུངས་,པས་ན་ཚུངས་,པ་མཚུངས་,པར་སྤྱོད་པ་རྣམས་ཀྱི་,པ་མཚུངས་,OUTLIER/
4e2cecb889784eb2b5d832cf9a39433b,ལ་སྦྱིན་པར་ངེས་པ་མེད,དེ་དེ་དག་,དེ་དེ་དག་,དེ་དག་,དེ་དེ་དག་,བདག་ལ་སེམས་པ་ཡང་ངོ་མ,དེ་དེ་དག་,OUTLIER/
